BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 21
	and p_type like '%STEEL'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'EUROPE'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'EUROPE'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                |     s_phone     |                                              s_comment                                              
-----------+---------------------------+---------------------------+-----------+---------------------------+-----------------------------------------+-----------------+-----------------------------------------------------------------------------------------------------
   9999.66 | Supplier#000043638        | RUSSIA                    |    643637 | Manufacturer#4            | pRnD Nz9fBDFin                          | 32-383-297-3784 | rts wake regularly against the quickly silent deposits. slyly
   9992.54 | Supplier#000099650        | RUSSIA                    |    949631 | Manufacturer#3            | ySI FMlh9gHkEDN6gQWf3                   | 32-971-481-2533 | ged deposits cajole carefully packages. carefully final ideas affix furiously. regu
   9992.03 | Supplier#000047868        | FRANCE                    |   1722850 | Manufacturer#4            | hsMawLKNYHd,opnDrXLch                   | 16-814-219-3643 | y. special accounts are fluffily. thin requests 
   9990.05 | Supplier#000008890        | ROMANIA                   |   1383876 | Manufacturer#2            | 6lmM3OrUukwhKXY0zqypO2qEsgj             | 29-208-398-4306 | ts. unusual deposits haggle furiously along the even
   9987.51 | Supplier#000020657        | ROMANIA                   |   1245620 | Manufacturer#1            | 4pL,8BT3Yun,17QHqAr9 A,ZFyyuH4L         | 29-167-460-7830 | otes. excuses behind the blithely regular packages are furio
   9975.98 | Supplier#000056419        | FRANCE                    |   1756418 | Manufacturer#4            | WSjtWEt2eeSjPD8Xu91nvaqxJ3              | 16-148-196-1155 |  final deposits cajole furiously against the slyly ironic pac
   9968.41 | Supplier#000065506        | GERMANY                   |    765505 | Manufacturer#3            | n0DHOvWOYbRr6glVB                       | 17-821-708-5316 | ans. final ideas behind the furiously final instructions wake about 
   9964.25 | Supplier#000096253        | ROMANIA                   |   1921195 | Manufacturer#2            | zathOWfV1IK DCgsh5goxZ oCC              | 29-411-331-9917 | arefully regular requests
   9959.48 | Supplier#000049419        | GERMANY                   |   1749418 | Manufacturer#5            | ROk,1HFTMs 0hoLB                        | 17-357-273-3706 | ress deposits boost. pending, even foxes use carefully. packa
    9953.7 | Supplier#000022430        | RUSSIA                    |    572419 | Manufacturer#3            | kZTSWrFMiiHVUK03Swi ,WmO                | 32-434-732-6883 | n accounts. regular, unusual packages sleep among the carefully ironic theodolites! quickly s
   9946.04 | Supplier#000055744        | ROMANIA                   |   1055743 | Manufacturer#2            | dRRSaDvg ib vCKOvhiHl                   | 29-434-996-8849 | are platelets. pending depo
   9946.04 | Supplier#000055744        | ROMANIA                   |   1230731 | Manufacturer#4            | dRRSaDvg ib vCKOvhiHl                   | 29-434-996-8849 | are platelets. pending depo
   9945.78 | Supplier#000089047        | UNITED KINGDOM            |    814022 | Manufacturer#4            | rqoOqRo,fG2vifP6Ji,qKt5dzhz0m1P4GFVLDXl | 33-294-204-9139 | l dependencies about the carefully ironic accounts are around the idle, unusual requests. pinto be
    9939.4 | Supplier#000028113        | RUSSIA                    |   1653064 | Manufacturer#4            | HrnOoqKBep02Dvafwz9SHIzaJWlL            | 32-938-722-6528 | ideas. ruthlessly ironic accounts should are slyly special, regular pla
   9938.85 | Supplier#000025204        | UNITED KINGDOM            |    525203 | Manufacturer#3            | Oxbl2 pm68gah                           | 33-132-569-1851 |  furiously regular packages na
   9938.53 | Supplier#000005359        | UNITED KINGDOM            |   1830304 | Manufacturer#3            | QKuHYh,vZGiwu2FWEJoLDx04                | 33-429-790-6131 | uriously regular requests hag
   9937.53 | Supplier#000042994        | GERMANY                   |   1617977 | Manufacturer#4            | Q,AdU5BqQwPC2rGbrydanSbbEU6PoTPf        | 17-429-634-1843 | aggle carefully along the quickly even
   9935.47 | Supplier#000076753        | GERMANY                   |    226748 | Manufacturer#2            | LT9HmdIioA1SpoexZVJFctP18c4pRlyhnLZbQ   | 17-290-188-9818 | structions nag fluffily after the fluffily regular deposits. 
   9935.47 | Supplier#000076753        | GERMANY                   |   1176752 | Manufacturer#1            | LT9HmdIioA1SpoexZVJFctP18c4pRlyhnLZbQ   | 17-290-188-9818 | structions nag fluffily after the fluffily regular deposits. 
   9934.83 | Supplier#000078481        | ROMANIA                   |    528470 | Manufacturer#1            | 3wkHaa3DWXPLkiepZqaJENQMNSh5AZC,kd      | 29-775-625-5152 | as silent deposits. express accounts integrate quickly. b
   9933.55 | Supplier#000052419        | RUSSIA                    |   1227406 | Manufacturer#1            | zfFfL1gouwENiN9t                        | 32-747-900-4913 | e pinto beans. pinto beans sleep carefully regular
   9933.48 | Supplier#000012908        | RUSSIA                    |   1012907 | Manufacturer#2            | P9fHHNbn,kXrjxbBV9SmMXTcJ30r,Vg6CbAKsp  | 32-103-508-9053 |  haggle slyly. pinto beans are carefully special dolphins. slyly final platelets against t
   9933.48 | Supplier#000012908        | RUSSIA                    |   1987888 | Manufacturer#5            | P9fHHNbn,kXrjxbBV9SmMXTcJ30r,Vg6CbAKsp  | 32-103-508-9053 |  haggle slyly. pinto beans are carefully special dolphins. slyly final platelets against t
   9932.47 | Supplier#000068671        | UNITED KINGDOM            |    468670 | Manufacturer#4            | KxbfreN6sK oIUYlebYYCDveczKvlNjPZ2GBZmZ | 33-345-114-7234 |  final foxes sleep carefully. final, ironic pinto beans after the special deposits h
   9931.65 | Supplier#000087957        | RUSSIA                    |    337950 | Manufacturer#3            | NGnaqR9EhpuPmeDdZEaiUEckHnfc7HWP        | 32-223-673-7656 | t courts wake slyly bold accounts. bold packag
   9931.65 | Supplier#000087957        | RUSSIA                    |   1437928 | Manufacturer#5            | NGnaqR9EhpuPmeDdZEaiUEckHnfc7HWP        | 32-223-673-7656 | t courts wake slyly bold accounts. bold packag
   9930.84 | Supplier#000038731        | FRANCE                    |   1863676 | Manufacturer#1            | Zh1Ziqkk2tPHSAbbwn66WM,5N8tcL4lBNmcRFI  | 16-564-990-7776 | onic theodolites are. slyly r
   9929.12 | Supplier#000094144        | ROMANIA                   |    719122 | Manufacturer#2            | EeDRnlrpZaJSj785r9O                     | 29-838-322-1471 |  regular instructions after the final, even asymptotes haggle slyly aro
   9926.19 | Supplier#000094768        | RUSSIA                    |   1344741 | Manufacturer#1            | meaiJMbVVyVM 5sn                        | 32-383-402-7125 | ly unusual, final accounts. even, regular instructions haggle quickly
   9923.75 | Supplier#000010115        | FRANCE                    |   1760080 | Manufacturer#4            | rLjG0fYchI                              | 16-900-191-4200 |  wake slyly. carefully even 
   9917.61 | Supplier#000011703        | RUSSIA                    |   1086692 | Manufacturer#3            | DgbSdxhUIkkoArwrGiQG5m8XSxFtOfft6Oj     | 32-424-602-1058 | op the excuses haggle slyly final requests-- express
   9917.61 | Supplier#000011703        | RUSSIA                    |   1361676 | Manufacturer#4            | DgbSdxhUIkkoArwrGiQG5m8XSxFtOfft6Oj     | 32-424-602-1058 | op the excuses haggle slyly final requests-- express
   9915.38 | Supplier#000006085        | ROMANIA                   |    406084 | Manufacturer#1            | T3Ju68MUhIb2hpTO3f8OGG                  | 29-528-113-9241 | iously bold sauternes. slyly regular asymptotes
   9914.86 | Supplier#000080085        | RUSSIA                    |   1455070 | Manufacturer#4            | VnB BccfplC86 mtxW6xj7dUyTiRys6 jw3g    | 32-248-927-1522 | regular foxes. carefully regular packages amon
   9914.35 | Supplier#000061794        | RUSSIA                    |    486781 | Manufacturer#1            | MZ0gruFxMa6,l,j4zDBv,Heyqf443jDv        | 32-126-260-7663 | as cajole blithely fluffily ruthless packages. c
   9912.36 | Supplier#000058336        | UNITED KINGDOM            |     58335 | Manufacturer#2            | ,ic,EfMcRhtWjjLusxmvk7VD                | 33-275-540-7161 |  even theodolites sleep fluffily regular deposits. unusual realms boost carefully around the furiou
    9909.4 | Supplier#000075606        | UNITED KINGDOM            |   1425577 | Manufacturer#5            | ON,vnHoMEjQK8DZv                        | 33-947-404-2227 | es along the ironic theodolites cajole slyly across the carefully bold pinto beans. fl
   9901.89 | Supplier#000063674        | GERMANY                   |    413665 | Manufacturer#1            | HfUKSBn4y2LVbE0hhKT,97                  | 17-689-456-9735 | ns cajole slyly fluffily bold theodolites. packages are Tiresias. blithely pending requests abou
    9895.2 | Supplier#000012943        | UNITED KINGDOM            |   1112942 | Manufacturer#3            | 8vbiH82o6q8Qkh0959Q5R3                  | 33-969-177-7359 | sheaves are furiously. regular accounts try to affix slyly water
   9894.58 | Supplier#000064265        | FRANCE                    |   1239252 | Manufacturer#3            | motTdifwGA                              | 16-542-790-6426 | nticing packages. deposits haggle furiously pending instructio
    9892.2 | Supplier#000051225        | GERMANY                   |   1876170 | Manufacturer#4            | lPXPtpIefXeQKv3qOZ96b                   | 17-900-632-3795 | ironic deposits cajole furiously blithel
   9886.61 | Supplier#000037924        | UNITED KINGDOM            |   1487895 | Manufacturer#2            | 1d4VfErNApctSuiXs                       | 33-851-485-1666 | gular, even dependencies. fluffily even foxes among the ironic accounts se
   9886.25 | Supplier#000080290        | FRANCE                    |   1205253 | Manufacturer#1            | eaUObuSDCD1PWs1                         | 16-676-561-2239 | use even courts. carefully final asymptotes use fur
    9884.2 | Supplier#000068361        | GERMANY                   |   1143349 | Manufacturer#4            | MRev0hTbR9Y5xEPUZxM28                   | 17-385-307-2876 | gular asymptotes sleep slyly
   9884.06 | Supplier#000038668        | RUSSIA                    |   1563622 | Manufacturer#4            | RKrEGa LQdcnA wR                        | 32-365-122-4074 | s haggle. furiously even ac
    9880.1 | Supplier#000042667        | GERMANY                   |    142666 | Manufacturer#1            | 4fQZB7L5eZDVs                           | 17-847-751-8418 | ly final packages alongside of the unus
   9879.13 | Supplier#000078902        | GERMANY                   |    953892 | Manufacturer#1            | NlWMwrYjmn4FAj l466kr9nz                | 17-977-904-7926 | y excuses haggle carefully slyly
   9875.71 | Supplier#000011020        | RUSSIA                    |    411019 | Manufacturer#3            | FKL0bAeK0Q10tNkFFGtdWjdR                | 32-309-646-1381 | e. final, final packages haggle slyly slyly silent f
   9869.93 | Supplier#000084736        | RUSSIA                    |   1534705 | Manufacturer#3            | tj,fGORaUOgNWhFUn6GbpeFmzb9BFjt9K6nu7o7 | 32-393-409-1197 | ans wake blithely regular requests. 
   9868.44 | Supplier#000062507        | ROMANIA                   |   1137495 | Manufacturer#2            | 1dePPGFWYYK                             | 29-895-360-4525 | ependencies solve slyly. slyly unusual accounts detect blithe, express requests. furiously 
   9865.33 | Supplier#000028701        | FRANCE                    |    203698 | Manufacturer#4            | DuASgHUbjQ Tnq1yQ4RPRs5L IIm            | 16-503-296-3985 | egular dinos haggle ideas. furiou
   9863.03 | Supplier#000087030        | RUSSIA                    |    662023 | Manufacturer#3            | gaCHmJnMvtYB8u2ErEBSunna6ldgZbMn        | 32-196-751-1602 | oost across the stealthily regular deposits. idly e
   9863.03 | Supplier#000087030        | RUSSIA                    |   1437001 | Manufacturer#3            | gaCHmJnMvtYB8u2ErEBSunna6ldgZbMn        | 32-196-751-1602 | oost across the stealthily regular deposits. idly e
   9862.74 | Supplier#000067377        | ROMANIA                   |   1417348 | Manufacturer#3            | UkTx1A4PeDvsrcaxyjW5G                   | 29-605-414-2109 | ch blithely about the blithely eve
    9862.6 | Supplier#000014927        | FRANCE                    |    539911 | Manufacturer#1            | COfd0U3TMmbp4U3psHL,tAhCcYQZVtYs7dH     | 16-800-483-3549 | sts. packages wake quickly according to the pending tithes. quickly express packa
   9859.93 | Supplier#000052771        | ROMANIA                   |     27770 | Manufacturer#1            | rdFyHz5FV1FCi2jmFFCZAPlPyH xevioB       | 29-926-286-5299 | among the packages cajole carefully ironic dugouts. fluffily final pinto b
   9852.59 | Supplier#000053776        | GERMANY                   |   1003755 | Manufacturer#4            | V89yhJkZdtoMKE0Gjd0jBxABrcP             | 17-224-270-7303 | thely. carefully pending pinto beans cajole even accounts: blithel
   9852.16 | Supplier#000073442        | UNITED KINGDOM            |   1073441 | Manufacturer#3            | AngKfffsO2BJyXiKw                       | 33-893-638-4693 | bold theodolites are. fluffily bold dependen
   9849.32 | Supplier#000069972        | GERMANY                   |   1369971 | Manufacturer#3            | xGpD7uOLK2DdqUcfnHiT2h70Qna7PL          | 17-346-502-3210 | even requests. slyly final somas above the carefully
   9847.65 | Supplier#000021659        | FRANCE                    |    871642 | Manufacturer#2            | QejGV5No712Z4YVTPYzYQl                  | 16-869-827-5729 |  eat carefully across the ironic dolphins. blith
   9838.79 | Supplier#000097818        | GERMANY                   |   1647785 | Manufacturer#1            | SCgrAIygFpu56u                          | 17-219-386-4837 |  slyly gifts. carefully final
   9838.77 | Supplier#000093877        | GERMANY                   |    993876 | Manufacturer#5            | oKpo8ei f0KnF1T,zXtXRFbbsq1vAX          | 17-888-177-7204 | furiously. even foxes affix furi
   9838.64 | Supplier#000062899        | ROMANIA                   |   1487856 | Manufacturer#2            | esXbPj8mIH0eseT4iwkoK3 ELR8eXN82P  k    | 29-211-691-7814 | olites. furiously ironic foxes
    9838.2 | Supplier#000050440        | ROMANIA                   |    750439 | Manufacturer#5            | pczt6c395VbTzbse7OVvJGG4aqe GjDK,QlBnLR | 29-897-791-1414 | lar courts. blithely silent accounts nag according to the bold requests.
   9837.53 | Supplier#000005414        | RUSSIA                    |    255409 | Manufacturer#5            | yDLmG4bxYA1iviZ71PkEtzcDoB0KT           | 32-204-830-9105 | y through the fluffily ruthless platelets; furiously si
   9833.42 | Supplier#000026957        | ROMANIA                   |    851932 | Manufacturer#3            | Npd ZfjGWmBL4DhJ                        | 29-351-104-6562 | egrate across the requests. stealthy, regular sentiments wake around the fin
   9828.21 | Supplier#000000647        | UNITED KINGDOM            |    800646 | Manufacturer#4            | x5U7MBZmwfG9                            | 33-258-202-4782 | s the slyly even ideas poach fluffily 
   9825.33 | Supplier#000089770        | ROMANIA                   |   1764752 | Manufacturer#1            | R0u11qwGLDTo8M7t                        | 29-209-173-8510 |  along the enticingly bold accounts-- furiou
   9824.72 | Supplier#000072517        | ROMANIA                   |     47516 | Manufacturer#2            | OFw3m2x5TO3TyLdMPFm7mT28ijWoHZBPU5W6ty  | 29-615-917-5641 |  ideas maintain carefully. carefully bold din
   9823.21 | Supplier#000015946        | GERMANY                   |   1515945 | Manufacturer#1            | oHOHINE7WhXFGmX6GoBDm1qpTPDm0oEtRT4J0   | 17-266-516-5246 | gular requests. packages nag quickly. deposits cajole fur
    9822.3 | Supplier#000004485        | UNITED KINGDOM            |    104484 | Manufacturer#2            | 62reHN90t,nD8jpktr,KmeJ3VeCTvChr        | 33-319-815-4381 | l escapades sleep carefully among the regular, final packages. slyly regular requests nag fu
    9822.2 | Supplier#000058026        | UNITED KINGDOM            |    133024 | Manufacturer#3            | NaRac9B7nPkFJbzMG                       | 33-146-675-5399 | tions wake-- blithely ironic courts use. requests are furiously after the carefully special excuses
   9821.91 | Supplier#000033968        | RUSSIA                    |   1308954 | Manufacturer#4            | q1DAdrG7MjJ qn8BRs3YPG2elWcZ            | 32-545-622-1927 |  quickly unusual instructions run regular, even requests. even requests dazzle alongsi
   9821.63 | Supplier#000026099        | ROMANIA                   |   1376072 | Manufacturer#4            | YxBJB2zr8o                              | 29-269-565-8215 | s after the carefully regular dependencies are even, sly patterns. furiously bo
    9819.2 | Supplier#000067046        | UNITED KINGDOM            |   1742028 | Manufacturer#4            | PaPdLkY2,WF3MxEcpPpyBx1eFvlsN8          | 33-378-101-9903 | es sleep across the even instructions. slyly even packages since the unu
   9817.97 | Supplier#000008787        | GERMANY                   |    908786 | Manufacturer#3            | D4KuRSgCr1RnTzVLqYD 8WVo0oKVpg,AI       | 17-929-294-2305 | theodolites. deposits are furiously theodolites. slyly pending accounts haggle quickly. fina
    9817.1 | Supplier#000002352        | RUSSIA                    |   1477337 | Manufacturer#2            | 4LfoHUZjgjEbAKw TgdKcgOc4D4uCYw         | 32-551-831-1437 | wake carefully alongside of the carefully final ex
   9816.83 | Supplier#000076625        | GERMANY                   |   1876624 | Manufacturer#3            | DzbjIJOQ,7RZsbepISCxW1Lm                | 17-173-382-2333 | requests haggle. ruthless pinto beans along the furiously regula
    9814.5 | Supplier#000019945        | ROMANIA                   |    119944 | Manufacturer#2            |  Y6YcWcdK31rTOxGAYA,oZKgaoyzBPgQ        | 29-732-301-5529 |  blithely fluffy packages. sl
      9811 | Supplier#000035842        | GERMANY                   |   1685809 | Manufacturer#3            | CTI,fiCGFAY                             | 17-244-409-3748 |  hinder carefully about the ironic, even deposits. carefully pending asymptotes are slyly b
   9809.99 | Supplier#000081739        | GERMANY                   |   1381738 | Manufacturer#4            | JkTw9Y85Cp7UJRAECmk8ta00pnNQFfSiViWTvJa | 17-777-258-7675 | excuses. bold theodolites are slow
   9805.18 | Supplier#000076932        | UNITED KINGDOM            |    526921 | Manufacturer#2            | 0icOvXW9uXl2r3jBXZ                      | 33-565-256-8718 | ges wake blithely according to the requests. quickly regular tithes sleep
   9802.93 | Supplier#000017687        | FRANCE                    |   1367660 | Manufacturer#2            | C,AQfZSxc3KVHjfLDNTZGfEUO5              | 16-684-752-5712 | s against the ironic ideas wake 
   9801.59 | Supplier#000024343        | GERMANY                   |    174340 | Manufacturer#2            | fc7CSEyrh0XRxnxJ7xXEO                   | 17-359-754-1285 | gle about the carefully even packages? daringly sil
   9797.98 | Supplier#000012862        | ROMANIA                   |    362855 | Manufacturer#3            | ernH0nPDW2r3asW7                        | 29-269-207-4912 | er the blithely special accounts. quickly express account
   9793.47 | Supplier#000030907        | FRANCE                    |    880890 | Manufacturer#2            | iPd67fJqmMN3x3R5GCulxju4s6              | 16-306-882-2806 |  pending, pending platelets at the blithely final deposits haggle slyly quickly ironi
    9790.5 | Supplier#000039265        | ROMANIA                   |   1739264 | Manufacturer#3            | XMPp6qd OCVMUEmyx                       | 29-376-932-9916 | jole after the quickly regular dinos. regular pi
   9784.83 | Supplier#000047271        | GERMANY                   |   1272234 | Manufacturer#2            | 9QyCeTAIGNwRNhQxS51kAtN                 | 17-909-214-8269 | nts after the theodolites nag slyly furiously regular pinto beans. s
   9784.67 | Supplier#000011493        | GERMANY                   |    561482 | Manufacturer#3            | jb1kJ03W0b05divAXo                      | 17-967-548-3812 | final accounts at the final, regular asympt
   9784.65 | Supplier#000099527        | FRANCE                    |    949508 | Manufacturer#1            | 6 RcgjZXcv0E8w2yY                       | 16-658-692-3768 |  cajole carefully grouches-- sometimes ironic accounts use among the blithely ironic packages. f
   9779.65 | Supplier#000017125        | UNITED KINGDOM            |    642106 | Manufacturer#1            | wjR6dOcSu1xxYMfcZFj97hKUcs              | 33-473-269-4808 | ly about the slyly pending ide
   9778.55 | Supplier#000008472        | FRANCE                    |    533456 | Manufacturer#4            | 4at1BaGXf8r                             | 16-516-582-7374 |  ideas boost ironic hockey players. requests maintain. blithely special requests detect 
   9777.37 | Supplier#000071253        | GERMANY                   |    696234 | Manufacturer#1            | YXp8hJjinRZ                             | 17-239-283-7205 | ven pinto beans. bold accounts sleep fur
   9777.37 | Supplier#000071253        | GERMANY                   |   1546237 | Manufacturer#2            | YXp8hJjinRZ                             | 17-239-283-7205 | ven pinto beans. bold accounts sleep fur
    9773.4 | Supplier#000017148        | RUSSIA                    |   1342108 | Manufacturer#2            | LuNwUEZBDhSxak,8M1p8vR7v                | 32-804-329-9369 | s theodolites. unusual instructions about the fluffily special pl
   9767.99 | Supplier#000000135        | GERMANY                   |   1250110 | Manufacturer#3            | F4Uy ZQNU6ESTmO3mrL,mI                  | 17-290-812-8855 | courts wake slyly instructions. furiously silent requests cajol
   9767.99 | Supplier#000000135        | GERMANY                   |   1950096 | Manufacturer#4            | F4Uy ZQNU6ESTmO3mrL,mI                  | 17-290-812-8855 | courts wake slyly instructions. furiously silent requests cajol
   9766.65 | Supplier#000019068        | UNITED KINGDOM            |   1794050 | Manufacturer#3            | mWhtLeGPep0q0G3fVESi sV                 | 33-602-645-6497 | eposits are furiously flu
