ctime,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
1416386344.04684,template1,0,0,0,0,0,0,0,0,0,0
1416386344.04684,template0,0,0,0,0,0,0,0,0,0,0
1416386344.04684,postgres,0,1080,11,7003,60576,498863,25157,0,0,0
1416386344.04684,dbt3,5,40852,0,1756363470,12899020311,98677186307,19190701009,880997980,7200,12614822
1416386404.04878,template1,0,0,0,0,0,0,0,0,0,0
1416386404.04878,template0,0,0,0,0,0,0,0,0,0,0
1416386404.04878,postgres,0,1082,11,7003,60634,499789,25168,0,0,0
1416386404.04878,dbt3,9,40940,0,1757107431,12901172301,98722598783,19190709532,907598314,7301,12614828
1416386464.05134,template1,0,0,0,0,0,0,0,0,0,0
1416386464.05134,template0,0,0,0,0,0,0,0,0,0,0
1416386464.05134,postgres,0,1084,11,7003,60692,500715,25179,0,0,0
1416386464.05134,dbt3,6,40959,0,1757358652,12902192110,98782604857,19190711804,907598378,7302,12614828
1416386524.05313,template1,0,0,0,0,0,0,0,0,0,0
1416386524.05313,template0,0,0,0,0,0,0,0,0,0,0
1416386524.05313,postgres,0,1086,11,7003,60750,501641,25190,0,0,0
1416386524.05313,dbt3,6,40971,0,1757358652,12902195435,98782610114,19190713230,907598378,7302,12614828
1416386584.05467,template1,0,0,0,0,0,0,0,0,0,0
1416386584.05467,template0,0,0,0,0,0,0,0,0,0,0
1416386584.05467,postgres,0,1088,11,7003,60808,502567,25201,0,0,0
1416386584.05467,dbt3,3,40980,0,1757358652,12902198682,98782615335,19190714623,907598378,7302,12614828
1416386644.05771,template1,0,0,0,0,0,0,0,0,0,0
1416386644.05771,template0,0,0,0,0,0,0,0,0,0,0
1416386644.05771,postgres,0,1090,11,7003,60866,503493,25212,0,0,0
1416386644.05771,dbt3,3,40992,0,1757358652,12902202007,98782620592,19190716049,907598378,7302,12614828
1416386704.06043,template1,0,0,0,0,0,0,0,0,0,0
1416386704.06043,template0,0,0,0,0,0,0,0,0,0,0
1416386704.06043,postgres,0,1092,11,7003,60924,504419,25223,0,0,0
1416386704.06043,dbt3,11,41020,0,1759817978,12905251208,98902598424,19190717931,967584442,7302,12614828
1416386764.06237,template1,0,0,0,0,0,0,0,0,0,0
1416386764.06237,template0,0,0,0,0,0,0,0,0,0,0
1416386764.06237,postgres,0,1094,11,7003,60982,505345,25234,0,0,0
1416386764.06237,dbt3,7,41032,0,1760323457,12905814621,98962589908,19190719502,967584446,7302,12614828
1416386824.06522,template1,0,0,0,0,0,0,0,0,0,0
1416386824.06522,template0,0,0,0,0,0,0,0,0,0,0
1416386824.06522,postgres,0,1096,11,7003,61040,506271,25245,0,0,0
1416386824.06522,dbt3,7,41046,0,1760323457,12905817976,98962595218,19190720939,967584446,7302,12614828
1416386884.06694,template1,0,0,0,0,0,0,0,0,0,0
1416386884.06694,template0,0,0,0,0,0,0,0,0,0,0
1416386884.06694,postgres,0,1098,11,7003,61098,507197,25256,0,0,0
1416386884.06694,dbt3,7,41060,0,1760323457,12905821331,98962600528,19190722376,967584446,7302,12614828
1416386944.07271,template1,0,0,0,0,0,0,0,0,0,0
1416386944.07271,template0,0,0,0,0,0,0,0,0,0,0
1416386944.07271,postgres,0,1100,11,7003,61156,508123,25267,0,0,0
1416386944.07271,dbt3,8,41079,0,1760655525,12906558748,99022592753,19190724335,967584454,7302,12614828
1416387004.07216,template1,0,0,0,0,0,0,0,0,0,0
1416387004.07216,template0,0,0,0,0,0,0,0,0,0,0
1416387004.07216,postgres,0,1102,11,7003,61214,509049,25278,0,0,0
1416387004.07216,dbt3,7,41094,0,1763762733,12906651381,99202556105,19190725970,967584468,7304,12614828
1416387064.07569,template1,0,0,0,0,0,0,0,0,0,0
1416387064.07569,template0,0,0,0,0,0,0,0,0,0,0
1416387064.07569,postgres,0,1104,11,7003,61272,509975,25289,0,0,0
1416387064.07569,dbt3,6,41111,0,1765829839,12906719063,99322534065,19190727906,967584482,7304,12614828
